,TE.fixed,lower.fixed,upper.fixed,pval.fixed,TE.random,lower.random,upper.random,pval.random,symbol
ENSG00000161638.9,1.17831503522233,1.13375872265631,1.22462239494664,7.23741014482737e-17,1.18618727355124,1.11523684753367,1.26165150572865,5.76783372859845e-08,ITGA5
ENSG00000113083.11,1.10746193869626,1.07648755012096,1.13932757097197,1.75988436227537e-12,1.11474573778406,1.07178655809454,1.15942680053476,6.04450937231625e-08,LOX
ENSG00000113763.9,1.05285416092288,1.03246824165594,1.07364259688486,2.43144905999044e-07,1.05285416092288,1.03246824165594,1.07364259688486,2.43144905999044e-07,UNC5A
ENSG00000122133.15,1.03331374617026,1.02407997063325,1.04263077947337,8.3356222384404e-13,1.03386096702711,1.01969225957279,1.04822654983186,2.24833027873944e-06,PAEP
ENSG00000181649.5,1.09060475489793,1.0575286085649,1.12471541835644,3.39681764714579e-08,1.08880111093287,1.04979844405955,1.12925282550849,4.85230730562208e-06,PHLDA2
ENSG00000113140.9,1.08808654518353,1.04874663073394,1.12890215340277,7.01629573445361e-06,1.08825986359121,1.04782747487629,1.13025241187093,1.19510135272478e-05,SPARC
ENSG00000176887.6,1.05415227120126,1.03789723875353,1.07066188191551,2.90466697214905e-11,1.05629219877097,1.03065660375675,1.0825654297634,1.24905882631176e-05,SOX11
ENSG00000151348.12,1.25560720936707,1.1604171483447,1.3586057965995,1.52578138836588e-08,1.28149861432584,1.14643082431472,1.43247953883368,1.27274615080624e-05,EXT2
ENSG00000165617.13,1.07295452230561,1.04313027161782,1.10363148137824,9.79008076467852e-07,1.07409151585514,1.03882606423989,1.11055413812334,2.71313866337449e-05,DACT1
ENSG00000185811.15,0.923808203220332,0.896788532519702,0.951641959492193,1.67076373524223e-07,0.921252769991976,0.886619567162712,0.957238817697032,2.72496785171973e-05,IKZF1
ENSG00000159184.7,1.02178606647926,1.01315404003947,1.03049163739257,6.39035559023645e-07,1.02346760025003,1.01224036211634,1.03481936500885,3.76059636561247e-05,HOXB13
ENSG00000138166.5,1.0892615961354,1.0517552797107,1.12810541359184,1.73122320108521e-06,1.08711770578276,1.04450416238243,1.13146979092044,4.23704521662493e-05,DUSP5
ENSG00000166923.9,1.0497755161014,1.03166579329121,1.06820313455415,4.46942399934699e-08,1.05334413911202,1.02694015002138,1.08042700967389,6.01130350345851e-05,GREM1
