	idx	beta	pval	cilb	ciub	i2	tau2	symbol
ENSG00000080503.18	25652	-0.787596768137383	3.81474177837835e-22	-0.947132405202534	-0.628061131072233	96.1865950498375	0.133108242177047	SMARCA2
ENSG00000198300.11	44641	-2.57995486763187	3.92247190444452e-20	-3.13017565498468	-2.02973408027906	98.0939795367076	1.66328300173895	PEG3
ENSG00000069702.9	49098	-2.04016424107397	4.18658201495791e-20	-2.47559740499222	-1.60473107715572	98.0896305175064	1.04675070923733	TGFBR3
ENSG00000119508.16	34408	-2.11638961279336	1.13453775704066e-19	-2.57346392248952	-1.6593153030972	90.5981341712559	1.00766076087606	NR4A3
ENSG00000165795.19	10785	-1.51181859289891	1.46592626361919e-17	-1.85920161628524	-1.16443556951257	98.4585777363789	0.680418364138642	NDRG2
ENSG00000197579.6	59244	-0.31487136092512	2.25884227053119e-17	-0.387649951019253	-0.242092770830988	88.025213047418	0.0237083639912629	TOPORS
ENSG00000128918.13	42281	-2.27802085892926	4.11427863202308e-17	-2.80894282203522	-1.74709889582329	97.6331658062569	1.54431191873734	ALDH1A2
ENSG00000122035.6	21351	-1.2803641369613	6.20706608082636e-17	-1.58049573006632	-0.98023254385628	95.6442557166007	0.452749274048245	RASL11A
ENSG00000166091.18	34473	-4.16440796648128	3.09832899733062e-16	-5.16350863990812	-3.16530729305444	98.2275646393501	5.53188176366314	CMTM5
ENSG00000107562.15	53265	-2.22944138841814	8.76836576605456e-15	-2.7928313127621	-1.66605146407419	98.5778033512409	1.80971348251052	CXCL12
ENSG00000185345.17	9202	-1.59496578423179	2.37208897280573e-14	-2.00474627889936	-1.18518528956422	98.7035523071276	0.944915724177362	PARK2
ENSG00000266412.4	50628	-0.523030049731667	3.55649102322806e-14	-0.658336861541302	-0.387723237922032	95.3808838881896	0.0971258198513284	NCOA4
ENSG00000077092.17	4848	-0.789106546801693	7.519422477236e-14	-0.995916349445343	-0.582296744158042	92.2453403859337	0.197843819009942	RARB
ENSG00000184481.15	33783	-0.820922116902063	1.44230642485227e-13	-1.03857586133109	-0.603268372473035	98.1428523938757	0.264863211252761	FOXO4
ENSG00000120057.4	55125	-3.85390073172619	1.70652965980835e-13	-4.87880257640346	-2.82899888704893	96.2323408003548	5.62589722168362	SFRP5
ENSG00000104332.10	56547	-3.64876174072441	5.86322574856296e-13	-4.64151762213879	-2.65600585931003	98.9961619082158	5.60532436730602	SFRP1
ENSG00000205364.3	40890	-2.86295390011267	6.22400891710823e-13	-3.64278850122393	-2.08311929900142	97.9447310390599	3.31341758320558	MT1M
ENSG00000119147.8	53607	-3.74981508265697	6.80103664564443e-13	-4.77294150438588	-2.72668866092807	98.940223047149	5.952361451695	C2orf40
ENSG00000113594.8	45478	-2.06665598335616	6.97484265036533e-13	-2.63080810464199	-1.50250386207033	98.899754008537	1.78077297264665	LIFR
ENSG00000144891.16	44206	-3.14301376233432	7.01568009772794e-13	-4.00108353187949	-2.28494399278914	98.8089952290603	4.14821020783993	AGTR1
ENSG00000144655.13	33591	-1.32789111083296	8.68092272577179e-13	-1.69189625594965	-0.963885965716274	96.5273614024757	0.719932182709606	CSRNP1
ENSG00000184226.13	25365	-2.58172805635654	1.28666756489847e-12	-3.29484582772383	-1.86861028498925	98.480687341567	2.89558962051123	PCDH9
ENSG00000215301.8	30228	-0.327891866771063	1.57762330690664e-12	-0.418823208350272	-0.236960525191855	86.8860433568789	0.0366084397227076	DDX3X
ENSG00000120738.7	39837	-1.65202733870033	2.00169247040994e-12	-2.11232669529263	-1.19172798210803	95.5064441132849	1.1321878532662	EGR1
ENSG00000196914.7	23333	-0.430379662155566	5.37295379066023e-12	-0.552712499401639	-0.308046824909493	91.9630428380372	0.0690696983444359	ARHGEF12
ENSG00000148481.12	51461	-0.454814971160033	6.67777139648921e-12	-0.584676684564637	-0.324953257755429	96.642535144998	0.0927702701844595	FAM188A
ENSG00000172403.9	14122	-2.39130131994914	7.70003307168807e-12	-3.0761127907304	-1.70648984916787	98.6303350920518	2.55801210652363	SYNPO2
ENSG00000104219.11	54792	-0.802258400452782	7.86106285021005e-12	-1.03210554677377	-0.57241125413179	96.4597770231801	0.277513417210368	ZDHHC2
ENSG00000120129.5	26784	-1.56883739821166	9.52529119804272e-12	-2.020127509763	-1.11754728666033	97.5042440270244	1.10149440856593	DUSP1
ENSG00000168702.15	56823	-2.61742514055875	1.04091412847509e-11	-3.37176476636069	-1.86308551475681	97.1036189428679	2.99726437075708	LRP1B
ENSG00000155090.13	57042	-0.757698694101619	1.54867563507365e-11	-0.977927677784872	-0.537469710418366	92.9337007798251	0.234249196927419	KLF10
ENSG00000104695.11	58362	-0.526758258996267	1.70134493313902e-11	-0.680174181004854	-0.373342336987679	97.73757284565	0.130284184192769	PPP2CB
ENSG00000011465.15	45197	-2.62598914286545	1.93505204235456e-11	-3.39293381601712	-1.85904446971378	98.8275471453393	3.2884065693355	DCN
ENSG00000196159.10	33257	-1.39230803160414	1.95908817457563e-11	-1.79905378842123	-0.985562274787059	97.4744428209252	0.90103675283453	FAT4
ENSG00000096717.10	3197	-0.468434991657064	2.60255858116712e-11	-0.60613581646569	-0.330734166848437	95.2711836072965	0.0976748159512169	SIRT1
ENSG00000129596.4	1814	-2.95207423566058	3.57302302195363e-11	-3.82598289476825	-2.07816557655291	98.8990140783598	4.27305122457507	CDO1
ENSG00000171862.8	40590	-0.466678289892973	3.64959396446123e-11	-0.6048954745734	-0.328461105212547	96.506244849503	0.105877234894683	PTEN
ENSG00000151090.16	43992	-1.63747694436409	4.44966940124186e-11	-2.12461447313313	-1.15033941559504	99.0632033224357	1.34921935021898	THRB
ENSG00000115310.16	46369	-0.446195453439646	4.66163530221325e-11	-0.579074825624302	-0.31331608125499	95.2999490709403	0.0883154863276399	RTN4
ENSG00000178343.4	8324	-2.69997932385237	5.08714409651401e-11	-3.5056385598963	-1.89432008780845	97.7087410798891	3.46971777644219	SHISA3
ENSG00000128016.5	48594	-1.33436770518973	5.18625115420605e-11	-1.7327101275963	-0.936025282783157	94.4791740543931	0.806797682502004	ZFP36
ENSG00000123358.18	47858	-1.75768616213544	5.38704730984601e-11	-2.28285274268749	-1.23251958158339	95.0522644176892	1.46302060548665	NR4A1
ENSG00000162772.15	53187	-1.3415925794066	5.95469964929204e-11	-1.7433534961608	-0.939831662652406	92.5660438673469	0.832561979627632	ATF3
ENSG00000164442.9	59384	-1.11802759050869	7.24197666063699e-11	-1.45434470948622	-0.781710471531156	97.843636569145	0.60475345244127	CITED2
ENSG00000129757.11	15467	-1.22490565581704	1.45873978840914e-10	-1.59946257529608	-0.85034873633801	97.4359194297835	0.735669424450107	CDKN1C
ENSG00000159388.5	57516	-1.10333155943616	1.4897877355188e-10	-1.44088217299473	-0.765780945877587	95.2177619696221	0.603401848620652	BTG2
ENSG00000116473.13	19964	-0.612446923736734	1.53303094890764e-10	-0.799945250315407	-0.424948597158061	98.1627646412198	0.18696572499396	RAP1A
ENSG00000015171.17	34667	-0.511191053174577	2.01935875826989e-10	-0.668728456947801	-0.353653649401353	97.4593903657804	0.133085951545084	ZMYND11
ENSG00000136826.13	2798	-1.41641121998996	2.04291891844499e-10	-1.85303914013764	-0.979783299842284	97.1585129841789	1.03990007937928	KLF4
ENSG00000143416.19	18421	-1.66439800846324	2.25294423592034e-10	-2.17868879220655	-1.15010722471994	98.8978735109609	1.48761210925403	SELENBP1
ENSG00000165478.6	10903	-4.0043243495649	2.54597495906789e-10	-5.24533014853098	-2.76331855059881	97.2884224824987	8.22734528593579	HEPACAM
ENSG00000082175.13	26745	-2.4091303279487	2.70454891464392e-10	-3.15686337619208	-1.66139727970531	98.5692371549044	3.21018338003749	PGR
ENSG00000140538.15	49789	-2.34618113119804	2.92689469225662e-10	-3.07578937754895	-1.61657288484712	98.5290131546298	3.01277281586329	NTRK3
ENSG00000082397.14	52585	-1.30397862921095	4.070471947839e-10	-1.71281370201522	-0.895143556406678	98.0857904387142	0.911670971485515	EPB41L3
ENSG00000175161.12	29420	-3.62330372739776	4.4285548973379e-10	-4.76171444086016	-2.48489301393536	98.6164992366655	7.35400664601653	CADM2
ENSG00000109906.12	16418	-2.9114771570878	5.03186496703521e-10	-3.82918246930904	-1.99377184486655	98.6318760018827	4.75387354148224	ZBTB16
ENSG00000109339.17	45533	-1.42896999454183	8.00005813632734e-10	-1.88474920557491	-0.973190783508738	98.8220639597556	1.15921060465586	MAPK10
ENSG00000103479.13	39887	-0.482945800891237	1.16217465957113e-09	-0.63849185257485	-0.327399749207624	95.8825331313322	0.120646113464482	RBL2
ENSG00000131016.15	32518	-1.57760218231118	1.60715638884343e-09	-2.09010445561458	-1.06509990900777	97.1534592241182	1.41342098123649	AKAP12
ENSG00000116731.21	22300	-0.421380598003433	2.59524795751844e-09	-0.560061209439171	-0.282699986567695	96.2743832819505	0.102968309908502	PRDM2
ENSG00000144642.19	39743	-1.32049019819613	2.9607488679615e-09	-1.75665770664378	-0.884322689748484	98.6394140389308	1.06798933817289	RBMS3
ENSG00000146414.14	33410	-0.542035040607254	3.13618945823052e-09	-0.721358855569445	-0.362711225645062	91.9227253827656	0.150924469163032	SHPRH
ENSG00000198947.13	31671	-1.65452855140698	3.37441416029944e-09	-2.20301852426845	-1.10603857854551	98.9105389110567	1.62539897157403	DMD
ENSG00000014123.9	35168	-0.319310554622999	3.39883429180483e-09	-0.425185923957397	-0.213435185288602	93.1422736859493	0.0543617276544451	UFL1
ENSG00000122025.13	5990	-1.33938046831605	3.44087623412962e-09	-1.78363762794785	-0.895123308684241	94.4270436884186	0.954781259353096	FLT3
ENSG00000164120.12	57468	-2.30396956743316	3.67751699653706e-09	-3.06959092360534	-1.53834821126097	98.318463555765	3.28449403600977	HPGD
ENSG00000114742.12	23979	-0.287241795142062	4.17375278683078e-09	-0.383033635558168	-0.191449954725956	95.3670751177675	0.0472983342047915	WDR48
ENSG00000103175.9	53810	-1.32546110602701	4.51325231927932e-09	-1.76846434805942	-0.882457863994609	96.4950506613251	0.982084605057608	WFDC1
